FID,Id,soft_slope,soft_shelf,s_t_s_bott,sst,ocean_poll,dem_non_hi,dem_dest,X,Y
6148,0,0,0,1,30,0.6621790,0.5918900,0.6101680,647775.778719000050000,6610416.224840000300000
6149,0,0,0,1,32,0.6618440,0.5918900,0.6101680,649775.778719000050000,6610416.224840000300000
6150,0,0,0,1,0,0.6625590,0.5918900,0.6101680,651775.778719000050000,6610416.224840000300000
6151,0,0,0,1,27,0.6175320,0.7228040,0.8932520,719775.778719000050000,6610416.224840000300000
6152,0,0,0,1,29,0.9916670,0.7228040,0.8932520,721775.778719000050000,6610416.224840000300000
6153,0,0,0,1,32,0.9977020,0.7228040,0.8932520,723775.778719000050000,6610416.224840000300000
6154,0,0,0,1,33,1.0505199,0.7228040,0.8932520,725775.778719000050000,6610416.224840000300000
6155,0,0,0,1,32,1.0891600,0.7228040,0.8932520,727775.778719000050000,6610416.224840000300000
6156,0,0,0,1,30,1.0530100,0.7228040,0.8932520,729775.778719000050000,6610416.224840000300000
6157,0,0,0,1,29,0.9940890,0.7111150,0.8788060,731775.778719000050000,6610416.224840000300000
6158,0,0,0,1,28,0.9328210,0.7111150,0.8788060,733775.778719000050000,6610416.224840000300000
6159,0,0,0,1,29,0.8650220,0.7111150,0.8788060,735775.778719000050000,6610416.224840000300000
6160,0,0,0,1,28,0.7508710,0.7111150,0.8788060,737775.778719000050000,6610416.224840000300000
6161,0,0,0,1,25,0.6696810,0.7111150,0.8788060,739775.778719000050000,6610416.224840000300000
6162,0,0,0,1,26,0.6312520,1.2182200,1.7247300,757775.778719000050000,6610416.224840000300000
6163,0,0,0,1,24,0.6314690,1.2182200,1.7247300,759775.778719000050000,6610416.224840000300000
6164,0,0,0,1,23,0.6276390,1.2182200,1.7247300,761775.778719000050000,6610416.224840000300000
6165,0,0,0,1,24,0.6236450,1.2182200,1.7247300,763775.778719000050000,6610416.224840000300000
6166,0,0,0,1,26,0.6222410,1.2182200,1.7247300,765775.778719000050000,6610416.224840000300000
6167,0,0,0,1,27,0.6212260,1.4278899,2.0215600,767775.778719000050000,6610416.224840000300000
6168,0,0,0,1,28,0.6224420,1.4278899,2.0215600,769775.778719000050000,6610416.224840000300000
6169,0,0,0,1,29,0.6372500,1.4278899,2.0215600,771775.778719000050000,6610416.224840000300000
6170,0,0,0,1,29,0.6463080,1.4278899,2.0215600,773775.778719000050000,6610416.224840000300000
6171,0,0,0,1,30,0.6878620,1.4278899,2.0215600,775775.778719000050000,6610416.224840000300000
6172,0,0,0,1,30,0.7165100,1.4278899,2.0215600,777775.778719000050000,6610416.224840000300000
6173,0,0,0,1,30,0.7785610,1.3195200,0.8898350,779775.778719000050000,6610416.224840000300000
6174,0,0,0,1,28,0.8524090,1.3195200,0.8898350,781775.778719000050000,6610416.224840000300000
6175,0,0,0,1,27,0.8931050,1.3195200,0.8898350,783775.778719000050000,6610416.224840000300000
6176,0,0,0,1,26,0.9270950,1.3195200,0.8898350,785775.778719000050000,6610416.224840000300000
6177,0,0,0,1,26,0.9433670,1.3195200,0.8898350,787775.778719000050000,6610416.224840000300000
6178,0,0,0,1,26,0.9407850,1.3195200,0.8898350,789775.778719000050000,6610416.224840000300000
6179,0,0,0,1,26,0.9138940,1.3939700,0.9400460,791775.778719000050000,6610416.224840000300000
6180,0,0,0,1,26,0.8759600,1.3939700,0.9400460,793775.778719000050000,6610416.224840000300000
6181,0,0,0,1,26,0.8405160,1.3939700,0.9400460,795775.778719000050000,6610416.224840000300000
6182,0,0,0,1,26,0.7948710,1.3939700,0.9400460,797775.778719000050000,6610416.224840000300000
6183,0,0,0,1,27,0.7267080,1.3939700,0.9400460,799775.778719000050000,6610416.224840000300000
6184,0,0,0,1,25,0.7411660,1.3939700,0.9400460,801775.778719000050000,6610416.224840000300000
6185,0,0,0,1,23,0.7536810,1.4093000,0.9503840,803775.778719000050000,6610416.224840000300000
6186,0,0,0,1,22,0.7523150,1.4093000,0.9503840,805775.778719000050000,6610416.224840000300000
6187,0,0,0,1,21,0.7592980,1.4093000,0.9503840,807775.778719000050000,6610416.224840000300000
6188,0,0,0,1,22,0.7682050,1.4093000,0.9503840,809775.778719000050000,6610416.224840000300000
6189,0,0,0,1,23,0.7600390,1.4093000,0.9503840,811775.778719000050000,6610416.224840000300000
6190,0,0,0,1,23,0.7924020,1.4093000,0.9503840,813775.778719000050000,6610416.224840000300000
6191,0,0,0,1,23,0.8045170,0.6088800,0.2140760,815775.778719000050000,6610416.224840000300000
6192,0,0,0,1,23,0.8424850,0.6088800,0.2140760,817775.778719000050000,6610416.224840000300000
6193,0,0,0,1,23,0.8665560,0.6088800,0.2140760,819775.778719000050000,6610416.224840000300000
6194,0,0,0,1,26,0.8835570,0.6088800,0.2140760,821775.778719000050000,6610416.224840000300000
6195,0,0,0,1,29,0.9189970,0.6088800,0.2140760,823775.778719000050000,6610416.224840000300000
6196,0,0,0,1,38,0.9560720,0.6491700,0.6616860,571775.778719000050000,6612416.224840000300000
6197,0,0,0,1,40,0.9883270,0.6491700,0.6616860,573775.778719000050000,6612416.224840000300000
6198,0,0,0,1,41,1.0517900,0.7271880,0.7758040,575775.778719000050000,6612416.224840000300000
6199,0,0,0,1,42,1.0834900,0.7271880,0.7758040,577775.778719000050000,6612416.224840000300000
6200,0,0,0,1,42,1.1127599,0.7271880,0.7758040,579775.778719000050000,6612416.224840000300000
6201,0,0,0,1,42,1.1379800,0.7271880,0.7758040,581775.778719000050000,6612416.224840000300000
6202,0,0,0,1,41,1.1367199,0.7271880,0.7758040,583775.778719000050000,6612416.224840000300000
6203,0,0,0,1,38,1.1667300,0.7271880,0.7758040,585775.778719000050000,6612416.224840000300000
6204,0,0,0,1,36,1.1694800,0.7184700,0.7665030,587775.778719000050000,6612416.224840000300000
6205,0,0,0,1,35,1.1717800,0.7184700,0.7665030,589775.778719000050000,6612416.224840000300000
6206,0,0,0,1,36,1.1477000,0.7184700,0.7665030,591775.778719000050000,6612416.224840000300000
6207,0,0,0,1,39,1.1496300,0.7184700,0.7665030,593775.778719000050000,6612416.224840000300000
6208,0,0,0,1,41,1.1216500,0.7184700,0.7665030,595775.778719000050000,6612416.224840000300000
6209,0,0,0,1,39,1.0899301,0.7184700,0.7665030,597775.778719000050000,6612416.224840000300000
6210,0,0,0,1,36,1.0493200,0.7225160,0.7708200,599775.778719000050000,6612416.224840000300000
6211,0,0,0,1,35,0.9758360,0.7225160,0.7708200,601775.778719000050000,6612416.224840000300000
6212,0,0,0,1,35,0.9336990,0.7225160,0.7708200,603775.778719000050000,6612416.224840000300000
6213,0,0,0,1,34,0.8723170,0.7225160,0.7708200,605775.778719000050000,6612416.224840000300000
6214,0,0,0,1,34,0.8372990,0.7225160,0.7708200,607775.778719000050000,6612416.224840000300000
6215,0,0,0,1,32,0.8014530,0.7225160,0.7708200,609775.778719000050000,6612416.224840000300000
6216,0,0,0,1,30,0.7734910,0.6730450,0.5707810,611775.778719000050000,6612416.224840000300000
6217,0,0,0,1,30,0.7356950,0.6730450,0.5707810,613775.778719000050000,6612416.224840000300000
6218,0,0,0,1,31,0.7228090,0.6730450,0.5707810,615775.778719000050000,6612416.224840000300000
6219,0,0,0,1,33,0.7078550,0.6730450,0.5707810,617775.778719000050000,6612416.224840000300000
6220,0,0,0,1,36,0.6996020,0.6730450,0.5707810,619775.778719000050000,6612416.224840000300000
6221,0,0,0,1,36,0.6963350,0.6730450,0.5707810,621775.778719000050000,6612416.224840000300000
6222,0,0,0,1,35,0.6929500,0.6776220,0.5746630,623775.778719000050000,6612416.224840000300000
6223,0,0,0,1,34,0.6898660,0.6776220,0.5746630,625775.778719000050000,6612416.224840000300000
6224,0,0,0,1,32,0.6867040,0.6776220,0.5746630,627775.778719000050000,6612416.224840000300000
6225,0,0,0,1,32,0.6824150,0.6776220,0.5746630,629775.778719000050000,6612416.224840000300000
6226,0,0,0,1,33,0.6798810,0.6776220,0.5746630,631775.778719000050000,6612416.224840000300000
6227,0,0,0,1,33,0.6773460,0.6776220,0.5746630,633775.778719000050000,6612416.224840000300000
6228,0,0,0,1,34,0.6755200,0.6414420,0.5439800,635775.778719000050000,6612416.224840000300000
6229,0,0,0,1,33,0.6736590,0.6414420,0.5439800,637775.778719000050000,6612416.224840000300000
6230,0,0,0,1,32,0.6717400,0.6414420,0.5439800,639775.778719000050000,6612416.224840000300000
6231,0,0,0,1,31,0.6697520,0.6414420,0.5439800,641775.778719000050000,6612416.224840000300000
6232,0,0,0,1,26,0.6666060,0.6414420,0.5439800,643775.778719000050000,6612416.224840000300000
6233,0,0,0,1,25,0.6641150,0.6414420,0.5439800,645775.778719000050000,6612416.224840000300000
6234,0,0,0,1,24,0.6615570,0.5918900,0.6101680,647775.778719000050000,6612416.224840000300000
6235,0,0,0,1,24,0.6611900,0.5918900,0.6101680,649775.778719000050000,6612416.224840000300000
6236,0,0,0,1,0,0.6627220,0.5918900,0.6101680,651775.778719000050000,6612416.224840000300000
6237,0,0,0,1,0,0.6642290,0.5918900,0.6101680,653775.778719000050000,6612416.224840000300000
6238,0,0,0,1,31,1.0467800,0.7228040,0.8932520,719775.778719000050000,6612416.224840000300000
6239,0,0,0,1,32,1.0537800,0.7228040,0.8932520,721775.778719000050000,6612416.224840000300000
6240,0,0,0,1,33,1.0602800,0.7228040,0.8932520,723775.778719000050000,6612416.224840000300000
6241,0,0,0,1,32,1.1274199,0.7228040,0.8932520,725775.778719000050000,6612416.224840000300000
6242,0,0,0,1,30,1.1660200,0.7228040,0.8932520,727775.778719000050000,6612416.224840000300000
6243,0,0,0,1,28,1.1284600,0.7228040,0.8932520,729775.778719000050000,6612416.224840000300000
6244,0,0,0,1,26,1.0641700,0.7111150,0.8788060,731775.778719000050000,6612416.224840000300000
6245,0,0,0,1,26,0.9357450,0.7111150,0.8788060,733775.778719000050000,6612416.224840000300000
6246,0,0,0,1,28,0.8759690,0.7111150,0.8788060,735775.778719000050000,6612416.224840000300000
6247,0,0,0,1,28,0.7677130,0.7111150,0.8788060,737775.778719000050000,6612416.224840000300000
6248,0,0,0,1,26,0.6977970,0.7111150,0.8788060,739775.778719000050000,6612416.224840000300000
6249,0,0,0,1,24,0.6363350,0.7111150,0.8788060,741775.778719000050000,6612416.224840000300000
6250,0,0,0,1,29,0.6408810,1.2182200,1.7247300,757775.778719000050000,6612416.224840000300000
6251,0,0,0,1,25,0.6405190,1.2182200,1.7247300,759775.778719000050000,6612416.224840000300000
6252,0,0,0,1,21,0.6333310,1.2182200,1.7247300,761775.778719000050000,6612416.224840000300000
6253,0,0,0,1,23,0.6255430,1.2182200,1.7247300,763775.778719000050000,6612416.224840000300000
6254,0,0,0,1,25,0.6246790,1.2182200,1.7247300,765775.778719000050000,6612416.224840000300000
6255,0,0,0,1,27,0.6249020,1.4278899,2.0215600,767775.778719000050000,6612416.224840000300000
6256,0,0,0,1,29,0.6279020,1.4278899,2.0215600,769775.778719000050000,6612416.224840000300000
6257,0,0,0,1,30,0.6476760,1.4278899,2.0215600,771775.778719000050000,6612416.224840000300000
6258,0,0,0,1,31,0.6592780,1.4278899,2.0215600,773775.778719000050000,6612416.224840000300000
6259,0,0,0,1,30,0.7077740,1.4278899,2.0215600,775775.778719000050000,6612416.224840000300000
6260,0,0,0,1,30,0.7395220,1.4278899,2.0215600,777775.778719000050000,6612416.224840000300000
6261,0,0,0,1,29,0.8012220,1.3195200,0.8898350,779775.778719000050000,6612416.224840000300000
6262,0,0,0,1,28,0.8736820,1.3195200,0.8898350,781775.778719000050000,6612416.224840000300000
6263,0,0,0,1,27,0.9139680,1.3195200,0.8898350,783775.778719000050000,6612416.224840000300000
6264,0,0,0,1,26,0.9353510,1.3195200,0.8898350,785775.778719000050000,6612416.224840000300000
6265,0,0,0,1,26,0.9436050,1.3195200,0.8898350,787775.778719000050000,6612416.224840000300000
6266,0,0,0,1,27,0.9351150,1.3195200,0.8898350,789775.778719000050000,6612416.224840000300000
6267,0,0,0,1,27,0.9001840,1.3939700,0.9400460,791775.778719000050000,6612416.224840000300000
6268,0,0,0,1,26,0.8437000,1.3939700,0.9400460,793775.778719000050000,6612416.224840000300000
6269,0,0,0,1,26,0.8040910,1.3939700,0.9400460,795775.778719000050000,6612416.224840000300000
6270,0,0,0,1,27,0.7677180,1.3939700,0.9400460,797775.778719000050000,6612416.224840000300000
6271,0,0,0,1,27,0.7319160,1.3939700,0.9400460,799775.778719000050000,6612416.224840000300000
6272,0,0,0,1,24,0.7540260,1.3939700,0.9400460,801775.778719000050000,6612416.224840000300000
6273,0,0,0,1,21,0.7718860,1.4093000,0.9503840,803775.778719000050000,6612416.224840000300000
6274,0,0,0,1,20,0.7588030,1.4093000,0.9503840,805775.778719000050000,6612416.224840000300000
6275,0,0,0,1,18,0.7401870,1.4093000,0.9503840,807775.778719000050000,6612416.224840000300000
6276,0,0,0,1,21,0.7289950,1.4093000,0.9503840,809775.778719000050000,6612416.224840000300000
6277,0,0,0,1,24,0.7084730,1.4093000,0.9503840,811775.778719000050000,6612416.224840000300000
6278,0,0,0,1,25,0.6929340,1.4093000,0.9503840,813775.778719000050000,6612416.224840000300000
6279,0,0,0,1,26,0.7046950,0.6088800,0.2140760,815775.778719000050000,6612416.224840000300000
6280,0,0,0,1,26,0.7473490,0.6088800,0.2140760,817775.778719000050000,6612416.224840000300000
6281,0,0,0,1,27,0.7517000,0.6088800,0.2140760,819775.778719000050000,6612416.224840000300000
6282,0,0,0,1,30,0.8158790,0.6088800,0.2140760,821775.778719000050000,6612416.224840000300000
6283,0,0,0,1,33,0.8473870,0.6088800,0.2140760,823775.778719000050000,6612416.224840000300000
6284,0,0,0,1,35,0.8409090,0.6088800,0.2140760,825775.778719000050000,6612416.224840000300000
6285,0,0,0,1,39,0.9047480,0.6491700,0.6616860,571775.778719000050000,6614416.224840000300000
6286,0,0,0,1,41,0.9546960,0.6491700,0.6616860,573775.778719000050000,6614416.224840000300000
6287,0,0,0,1,43,0.9867380,0.7271880,0.7758040,575775.778719000050000,6614416.224840000300000
6288,0,0,0,1,44,1.0199500,0.7271880,0.7758040,577775.778719000050000,6614416.224840000300000
6289,0,0,0,1,44,1.0513999,0.7271880,0.7758040,579775.778719000050000,6614416.224840000300000
6290,0,0,0,1,44,1.0826499,0.7271880,0.7758040,581775.778719000050000,6614416.224840000300000
6291,0,0,0,1,42,1.0817300,0.7271880,0.7758040,583775.778719000050000,6614416.224840000300000
6292,0,0,0,1,39,1.1123900,0.7271880,0.7758040,585775.778719000050000,6614416.224840000300000
6293,0,0,0,1,37,1.1127900,0.7184700,0.7665030,587775.778719000050000,6614416.224840000300000
6294,0,0,0,1,36,1.1138800,0.7184700,0.7665030,589775.778719000050000,6614416.224840000300000
6295,0,0,0,1,37,1.0850500,0.7184700,0.7665030,591775.778719000050000,6614416.224840000300000
6296,0,0,0,1,39,1.0863500,0.7184700,0.7665030,593775.778719000050000,6614416.224840000300000
6297,0,0,0,1,40,1.0869800,0.7184700,0.7665030,595775.778719000050000,6614416.224840000300000
6298,0,0,0,1,38,1.0554500,0.7184700,0.7665030,597775.778719000050000,6614416.224840000300000
6299,0,0,0,1,37,0.9884170,0.7225160,0.7708200,599775.778719000050000,6614416.224840000300000
6300,0,0,0,1,36,0.9529730,0.7225160,0.7708200,601775.778719000050000,6614416.224840000300000
6301,0,0,0,1,36,0.9008940,0.7225160,0.7708200,603775.778719000050000,6614416.224840000300000
6302,0,0,0,1,36,0.8746060,0.7225160,0.7708200,605775.778719000050000,6614416.224840000300000
6303,0,0,0,1,36,0.8486410,0.7225160,0.7708200,607775.778719000050000,6614416.224840000300000
6304,0,0,0,1,35,0.8354840,0.7225160,0.7708200,609775.778719000050000,6614416.224840000300000
6305,0,0,0,1,34,0.8157110,0.6730450,0.5707810,611775.778719000050000,6614416.224840000300000
6306,0,0,0,1,33,0.7900630,0.6730450,0.5707810,613775.778719000050000,6614416.224840000300000
6307,0,0,0,1,33,0.7750960,0.6730450,0.5707810,615775.778719000050000,6614416.224840000300000
6308,0,0,0,1,35,0.7572610,0.6730450,0.5707810,617775.778719000050000,6614416.224840000300000
6309,0,0,0,1,36,0.7415480,0.6730450,0.5707810,619775.778719000050000,6614416.224840000300000
6310,0,0,0,1,35,0.7270240,0.6730450,0.5707810,621775.778719000050000,6614416.224840000300000
6311,0,0,0,1,34,0.7098140,0.6776220,0.5746630,623775.778719000050000,6614416.224840000300000
6312,0,0,0,1,33,0.7027910,0.6776220,0.5746630,625775.778719000050000,6614416.224840000300000
6313,0,0,0,1,31,0.6960140,0.6776220,0.5746630,627775.778719000050000,6614416.224840000300000
6314,0,0,0,1,31,0.6882440,0.6776220,0.5746630,629775.778719000050000,6614416.224840000300000
6315,0,0,0,1,32,0.6849400,0.6776220,0.5746630,631775.778719000050000,6614416.224840000300000
6316,0,0,0,1,32,0.6817900,0.6776220,0.5746630,633775.778719000050000,6614416.224840000300000
6317,0,0,0,1,33,0.6816320,0.6414420,0.5439800,635775.778719000050000,6614416.224840000300000
6318,0,0,0,1,33,0.6814730,0.6414420,0.5439800,637775.778719000050000,6614416.224840000300000
6319,0,0,0,1,32,0.6804340,0.6414420,0.5439800,639775.778719000050000,6614416.224840000300000
6320,0,0,0,1,31,0.6780430,0.6414420,0.5439800,641775.778719000050000,6614416.224840000300000
6321,0,0,0,1,26,0.6742650,0.6414420,0.5439800,643775.778719000050000,6614416.224840000300000
6322,0,0,0,1,24,0.6713700,0.6414420,0.5439800,645775.778719000050000,6614416.224840000300000
6323,0,0,0,1,23,0.6683820,0.5918900,0.6101680,647775.778719000050000,6614416.224840000300000
6324,0,0,0,1,22,0.6668800,0.5918900,0.6101680,649775.778719000050000,6614416.224840000300000
6325,0,0,0,1,0,0.6667100,0.5918900,0.6101680,651775.778719000050000,6614416.224840000300000
6326,0,0,0,1,0,0.6665400,0.5918900,0.6101680,653775.778719000050000,6614416.224840000300000
6327,0,0,0,1,0,0.6678210,0.5918900,0.6101680,655775.778719000050000,6614416.224840000300000
6328,0,0,0,1,33,1.0957100,0.7228040,0.8932520,719775.778719000050000,6614416.224840000300000
6329,0,0,0,1,33,1.1109500,0.7228040,0.8932520,721775.778719000050000,6614416.224840000300000
6330,0,0,0,1,33,1.0994900,0.7228040,0.8932520,723775.778719000050000,6614416.224840000300000
6331,0,0,0,1,32,1.1861800,0.7228040,0.8932520,725775.778719000050000,6614416.224840000300000
6332,0,0,0,1,30,1.2023799,0.7228040,0.8932520,727775.778719000050000,6614416.224840000300000
6333,0,0,0,1,29,1.1623700,0.7228040,0.8932520,729775.778719000050000,6614416.224840000300000
6334,0,0,0,1,27,1.0932000,0.7111150,0.8788060,731775.778719000050000,6614416.224840000300000
6335,0,0,0,1,28,1.0009100,0.7111150,0.8788060,733775.778719000050000,6614416.224840000300000
6336,0,0,0,1,29,0.9021660,0.7111150,0.8788060,735775.778719000050000,6614416.224840000300000
6337,0,0,0,1,30,0.8002830,0.7111150,0.8788060,737775.778719000050000,6614416.224840000300000
6338,0,0,0,1,29,0.7320340,0.7111150,0.8788060,739775.778719000050000,6614416.224840000300000
6339,0,0,0,1,29,0.6632150,0.7111150,0.8788060,741775.778719000050000,6614416.224840000300000
6340,0,0,0,1,27,0.6380720,1.2182200,1.7247300,759775.778719000050000,6614416.224840000300000
6341,0,0,0,1,25,0.6327530,1.2182200,1.7247300,763775.778719000050000,6614416.224840000300000
6342,0,0,0,1,26,0.6360330,1.2182200,1.7247300,765775.778719000050000,6614416.224840000300000
6343,0,0,0,1,27,0.6400400,1.4278899,2.0215600,767775.778719000050000,6614416.224840000300000
6344,0,0,0,1,28,0.6466630,1.4278899,2.0215600,769775.778719000050000,6614416.224840000300000
6345,0,0,0,1,29,0.6705290,1.4278899,2.0215600,771775.778719000050000,6614416.224840000300000
6346,0,0,0,1,30,0.6843810,1.4278899,2.0215600,773775.778719000050000,6614416.224840000300000
6347,0,0,0,1,30,0.7569050,1.4278899,2.0215600,775775.778719000050000,6614416.224840000300000
6348,0,0,0,1,28,0.7972100,1.4278899,2.0215600,777775.778719000050000,6614416.224840000300000
6349,0,0,0,1,27,0.8431120,1.3195200,0.8898350,779775.778719000050000,6614416.224840000300000
6350,0,0,0,1,27,0.8951880,1.3195200,0.8898350,781775.778719000050000,6614416.224840000300000
6351,0,0,0,1,26,0.9284100,1.3195200,0.8898350,783775.778719000050000,6614416.224840000300000
6352,0,0,0,1,27,0.9331970,1.3195200,0.8898350,785775.778719000050000,6614416.224840000300000
6353,0,0,0,1,27,0.9289570,1.3195200,0.8898350,787775.778719000050000,6614416.224840000300000
6354,0,0,0,1,26,0.9147000,1.3195200,0.8898350,789775.778719000050000,6614416.224840000300000
6355,0,0,0,1,26,0.8823310,1.3939700,0.9400460,791775.778719000050000,6614416.224840000300000
6356,0,0,0,1,25,0.8323510,1.3939700,0.9400460,793775.778719000050000,6614416.224840000300000
6357,0,0,0,1,25,0.7989760,1.3939700,0.9400460,795775.778719000050000,6614416.224840000300000
6358,0,0,0,1,24,0.7698280,1.3939700,0.9400460,797775.778719000050000,6614416.224840000300000
6359,0,0,0,1,23,0.7404200,1.3939700,0.9400460,799775.778719000050000,6614416.224840000300000
6360,0,0,0,1,21,0.7522010,1.3939700,0.9400460,801775.778719000050000,6614416.224840000300000
6361,0,0,0,1,19,0.7626590,1.4093000,0.9503840,803775.778719000050000,6614416.224840000300000
6362,0,0,0,1,18,0.7435990,1.4093000,0.9503840,805775.778719000050000,6614416.224840000300000
6363,0,0,0,1,17,0.7158200,1.4093000,0.9503840,807775.778719000050000,6614416.224840000300000
6364,0,0,0,1,19,0.6904430,1.4093000,0.9503840,809775.778719000050000,6614416.224840000300000
6365,0,0,0,1,22,0.6609890,1.4093000,0.9503840,811775.778719000050000,6614416.224840000300000
6366,0,0,0,1,24,0.6337340,1.4093000,0.9503840,813775.778719000050000,6614416.224840000300000
6367,0,0,0,1,26,0.6471080,0.6088800,0.2140760,815775.778719000050000,6614416.224840000300000
6368,0,0,0,1,26,0.6979360,0.6088800,0.2140760,817775.778719000050000,6614416.224840000300000
6369,0,0,0,1,27,0.7162260,0.6088800,0.2140760,819775.778719000050000,6614416.224840000300000
6370,0,0,0,1,32,0.7507100,0.6088800,0.2140760,821775.778719000050000,6614416.224840000300000
6371,0,0,0,1,42,0.7733310,0.6088800,0.2140760,825775.778719000050000,6614416.224840000300000
6372,0,0,0,1,0,0.7252950,0.6100160,0.2144760,827775.778719000050000,6614416.224840000300000
6373,0,0,0,1,41,0.8822000,0.7736820,0.7885990,571775.778719000050000,6616416.224840000300000
6374,0,0,0,1,43,0.9051220,0.7736820,0.7885990,573775.778719000050000,6616416.224840000300000
6375,0,0,0,1,45,0.9286210,0.8869810,0.9462790,575775.778719000050000,6616416.224840000300000
6376,0,0,0,1,47,0.9878550,0.8869810,0.9462790,577775.778719000050000,6616416.224840000300000
6377,0,0,0,1,46,0.9884560,0.8869810,0.9462790,579775.778719000050000,6616416.224840000300000
6378,0,0,0,1,46,1.0201900,0.8869810,0.9462790,581775.778719000050000,6616416.224840000300000
6379,0,0,0,1,44,1.0196000,0.8869810,0.9462790,583775.778719000050000,6616416.224840000300000
6380,0,0,0,1,39,1.0483000,0.8869810,0.9462790,585775.778719000050000,6616416.224840000300000
6381,0,0,0,1,38,1.0462101,0.8822350,0.9412170,587775.778719000050000,6616416.224840000300000
6382,0,0,0,1,36,1.0459599,0.8822350,0.9412170,589775.778719000050000,6616416.224840000300000
6383,0,0,0,1,37,1.0148600,0.8822350,0.9412170,591775.778719000050000,6616416.224840000300000
6384,0,0,0,1,38,1.0154500,0.8822350,0.9412170,593775.778719000050000,6616416.224840000300000
6385,0,0,0,1,39,1.0185100,0.8822350,0.9412170,595775.778719000050000,6616416.224840000300000
6386,0,0,0,1,38,0.9891460,0.8822350,0.9412170,597775.778719000050000,6616416.224840000300000
6387,0,0,0,1,37,0.9343640,0.8563100,0.9135580,599775.778719000050000,6616416.224840000300000
6388,0,0,0,1,37,0.9135600,0.8563100,0.9135580,601775.778719000050000,6616416.224840000300000
6389,0,0,0,1,37,0.8951910,0.8563100,0.9135580,603775.778719000050000,6616416.224840000300000
6390,0,0,0,1,38,0.8811240,0.8563100,0.9135580,605775.778719000050000,6616416.224840000300000
6391,0,0,0,1,38,0.8686130,0.8563100,0.9135580,607775.778719000050000,6616416.224840000300000
6392,0,0,0,1,38,0.8563270,0.8563100,0.9135580,609775.778719000050000,6616416.224840000300000
6393,0,0,0,1,38,0.8446710,0.7659030,0.6495300,611775.778719000050000,6616416.224840000300000
6394,0,0,0,1,37,0.8241880,0.7659030,0.6495300,613775.778719000050000,6616416.224840000300000
6395,0,0,0,1,37,0.8084030,0.7659030,0.6495300,615775.778719000050000,6616416.224840000300000
6396,0,0,0,1,37,0.7893910,0.7659030,0.6495300,617775.778719000050000,6616416.224840000300000
6397,0,0,0,1,37,0.7703800,0.7659030,0.6495300,619775.778719000050000,6616416.224840000300000
6398,0,0,0,1,35,0.7500780,0.7659030,0.6495300,621775.778719000050000,6616416.224840000300000
6399,0,0,0,1,34,0.7240910,0.7398180,0.6274080,623775.778719000050000,6616416.224840000300000
6400,0,0,0,1,33,0.7141410,0.7398180,0.6274080,625775.778719000050000,6616416.224840000300000
6401,0,0,0,1,31,0.7044780,0.7398180,0.6274080,627775.778719000050000,6616416.224840000300000
6402,0,0,0,1,31,0.6937300,0.7398180,0.6274080,629775.778719000050000,6616416.224840000300000
6403,0,0,0,1,31,0.6897380,0.7398180,0.6274080,631775.778719000050000,6616416.224840000300000
6404,0,0,0,1,31,0.6860320,0.7398180,0.6274080,633775.778719000050000,6616416.224840000300000
6405,0,0,0,1,31,0.6873670,0.7051750,0.5980290,635775.778719000050000,6616416.224840000300000
6406,0,0,0,1,31,0.6886830,0.7051750,0.5980290,637775.778719000050000,6616416.224840000300000
6407,0,0,0,1,30,0.6883870,0.7051750,0.5980290,639775.778719000050000,6616416.224840000300000
6408,0,0,0,1,29,0.6856570,0.7051750,0.5980290,641775.778719000050000,6616416.224840000300000
6409,0,0,0,1,25,0.6813430,0.7051750,0.5980290,643775.778719000050000,6616416.224840000300000
6410,0,0,0,1,23,0.6781000,0.7051750,0.5980290,645775.778719000050000,6616416.224840000300000
6411,0,0,0,1,21,0.6747410,0.6765990,0.6974930,647775.778719000050000,6616416.224840000300000
6412,0,0,0,1,21,0.6722420,0.6765990,0.6974930,649775.778719000050000,6616416.224840000300000
6413,0,0,0,1,22,0.6705340,0.6765990,0.6974930,651775.778719000050000,6616416.224840000300000
6414,0,0,0,1,24,0.6687950,0.6765990,0.6974930,653775.778719000050000,6616416.224840000300000
6415,0,0,0,1,24,0.6703820,0.6765990,0.6974930,655775.778719000050000,6616416.224840000300000
6416,0,0,0,1,0,0.6052160,0.5763090,0.4553460,717775.778719000050000,6616416.224840000300000
6417,0,0,0,1,34,1.1387200,0.7275300,0.8990920,719775.778719000050000,6616416.224840000300000
6418,0,0,0,1,34,1.1615700,0.7275300,0.8990920,721775.778719000050000,6616416.224840000300000
6419,0,0,0,1,34,1.1622601,0.7275300,0.8990920,723775.778719000050000,6616416.224840000300000
6420,0,0,0,1,33,1.2165600,0.7275300,0.8990920,725775.778719000050000,6616416.224840000300000
6421,0,0,0,1,29,1.2579000,0.7275300,0.8990920,727775.778719000050000,6616416.224840000300000
6422,0,0,0,1,29,1.1974100,0.7275300,0.8990920,729775.778719000050000,6616416.224840000300000
6423,0,0,0,1,29,1.1244400,0.7581270,0.9369060,731775.778719000050000,6616416.224840000300000
6424,0,0,0,1,30,1.0218400,0.7581270,0.9369060,733775.778719000050000,6616416.224840000300000
6425,0,0,0,1,30,0.9317260,0.7581270,0.9369060,735775.778719000050000,6616416.224840000300000
